
📡中国 🌹同,#genre#
凤凰中文,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8
凤凰电影,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8
无线新闻,http://1.65.195.85:9981/stream/channelid/2051586642?profile=pass
香港文旅,http://ali-play.lezhibo.com/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8
高清翡翠,http://r.jdshipin.com/n90gt
高清翡翠,https://edge6a.v2h-cdn.com/jade/jade.stream/chunklist.m3u8
明珠频道,http://bziyunshao.synology.me:8890/bysid/2
j2高清台,http://198.16.100.90:8278/j2_twn/playlist.m3u8?tid=MFCF3274854132748541&ct=19254&tsum=699466c18aac56202ad1d2843fd21032
香港32台,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream1/streamPlaylist.m3u8
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
EZTV1台,http://vvlive.eztv.vip:80/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
EZTV2台,http://vvlive.eztv.vip:80/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
EZTV6台,http://vvlive.eztv.vip:80/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe
秋月剪水,http://huanqiuzhibo.cn/manifest/douyu.php?id=9588891
无线财经,http://1.65.195.85:9981/stream/channelid/1781676223?ticket=1655ad1b29eb46b035d82ca8eace45223640062a&profile=pass
亚洲新闻台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8

世新综合,http://61.58.60.230:9319/live/49.m3u8
时尚台FTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
生命电视台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
彭博财经,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
嘉义SHOW,http://61.58.60.230:9319/live/100.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
国会频道1,http://61.58.60.230:9319/live/123.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
动物世界,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/2eba7ee3659b4caf86b40d51a1752d6c/1200.m3u8
东森超视34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
大爱2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱1台,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱1,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/a/live.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/1024/live.m3u88
澳亚卫视,http://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
阿里郎电视,http://amdlive-ch01.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
TVB翡翠台,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
TVBS亚洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
tvb翡翠台,https://epg.pw/stream/0ba50305292a9bc0327bfb4176558d2f9c06f40b5c5d3572d7794bf29f110a6f.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
GOODTV旅行HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
GOODTV经典音乐河HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
GOODTV好医生HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8
人間衛視,https://epg.pw/stream/05b9099bef592e55129817a0f82b4cc60378970bc856b993ae9e330e85f4351f.m3u8
人间卫视,https://epg.pw/stream/925df6e71c4dd75f935dbe02200a19e3893eea0a125da4d28447546e7a8bd092.m3u8
唯心電視,https://epg.pw/stream/aa983b380af5e2ddf20506413fa4a11d20aff06af9605f87caeef96a787d942a.m3u8
大愛2,https://epg.pw/stream/2b383d639b6b2eade22f2d085141a38ae48a98f24b8a06f485e23f7211bbf909.m3u8
大愛2,https://epg.pw/stream/5fccf4a4972d39810ed6ac299db54c1cd33cf614dc04364ed982a90592ebff1f.m3u8
尼克兒童臺,https://epg.pw/stream/3f9e0cbf40dd4828d593f974c80730357e4fdc12f11b239ef6f6542e21e781a4.m3u8
時尚運動X,https://epg.pw/stream/23fe8dae8925e6b180c6c7970f362418403d3081aa683ef00221572f424ae392.m3u8
經典電影臺,https://epg.pw/stream/d0bc3876c3c39e995f65f2a459449587e1bb4cd79a211a228e8837b5bdd38bf9.ctv
緯來體育,https://epg.pw/stream/65161be2ecd7c7b2e054dbac30922b2673b4eff6497b77c71bb81215aa826cc4.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
MOMO01,https://ghproxy.net/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO02,https://ghproxy.net/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
幸福人生,https://ghproxy.net/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
 DW ,https://ghproxy.net/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8
ARIRANG K-POP,https://ytm2.yuanhsing.cf/arirangworld.m3u8
ALL THE K-POP,https://ytm2.yuanhsing.cf/ALLTHEKPOP.m3u8
The K-POP,https://ytm2.yuanhsing.cf/TheKPOP.m3u8
The K-POP2,https://ytm2.yuanhsing.cf/TheKPOP2.m3u8
Cafe Music BGM channel,https://ytm2.yuanhsing.cf/CafeMusicBGMchannel.m3u8
Green Music BGM channel,https://ytm2.yuanhsing.cf/GreenMusicBGMchannel.m3u8
Hawaiian Music BGM channel,https://ytm2.yuanhsing.cf/HawaiianMusicBGMchannel.m3u8
NatureRelax4K,https://ytm2.yuanhsing.cf/NatureRelax4K.m3u8
RELAXTIME,https://ytm2.yuanhsing.cf/RELAXTIME0.m3u8
RailWay,https://ytm2.yuanhsing.cf/RailWay.m3u8
RailCowGirl,https://ytm2.yuanhsing.cf/RailCowGirl.m3u8
GTV DRAMA,https://ytm2.yuanhsing.cf/GTVDRAMA.m3u8
Formosa TV Dramas,https://ytm2.yuanhsing.cf/FTVDRAMA.m3u8


🎤卡拉🌹大,#genre#

最真的梦 - 周华健,https://bt.wudong7366.eu.org/vod/最真的梦 - 周华健.mkv
最远的你是我最近的爱 - 车继铃,https://bt.wudong7366.eu.org/vod/最远的你是我最近的爱 - 车继铃.mkv
祝你平安 - 孙悦,https://bt.wudong7366.eu.org/vod/祝你平安 - 孙悦.mkv
烛光里的妈妈 - 毛阿敏,https://bt.wudong7366.eu.org/vod/烛光里的妈妈 - 毛阿敏.mkv
至少还有你 - 林忆莲,https://bt.wudong7366.eu.org/vod/至少还有你 - 林忆莲.mkv
知心爱人 - 付笛生 任静,https://bt.wudong7366.eu.org/vod/知心爱人 - 付笛生 任静.mkv
真的好想你 - 周冰倩,https://bt.wudong7366.eu.org/vod/真的好想你 - 周冰倩.mkv
再回首 - 姜育恒,https://bt.wudong7366.eu.org/vod/再回首 - 姜育恒.mkv
月亮惹的祸 - 张宇,https://bt.wudong7366.eu.org/vod/月亮惹的祸 - 张宇.mkv
月亮代表我的心 - 邓丽君,https://bt.wudong7366.eu.org/vod/月亮代表我的心 - 邓丽君.mkv
原来的我 - 齐秦,https://bt.wudong7366.eu.org/vod/原来的我 - 齐秦.mkv
雨一直下 - 张宇,https://bt.wudong7366.eu.org/vod/雨一直下 - 张宇.mkv
用心良苦 - 张宇,https://bt.wudong7366.eu.org/vod/用心良苦 - 张宇.mkv
英雄泪 - 王杰,https://bt.wudong7366.eu.org/vod/英雄泪 - 王杰.mkv
一样的月光 - 苏芮,https://bt.wudong7366.eu.org/vod/一样的月光 - 苏芮.mkv
一场游戏一场梦 - 王杰,https://bt.wudong7366.eu.org/vod/一场游戏一场梦 - 王杰.mkv
选择 - 林子祥 叶倩文,https://bt.wudong7366.eu.org/vod/选择 - 林子祥 叶倩文.mkv
心雨 - 高胜美,https://bt.wudong7366.eu.org/vod/心雨 - 高胜美.mkv
心会跟爱一起走 - 郭峰 陈洁仪,https://bt.wudong7366.eu.org/vod/心会跟爱一起走 - 郭峰 陈洁仪.mkv
笑脸 - 谢东,https://bt.wudong7366.eu.org/vod/笑脸 - 谢东.mkv
小芳 - 李春波,https://bt.wudong7366.eu.org/vod/小芳 - 李春波.mkv
小城故事 - 邓丽君,https://bt.wudong7366.eu.org/vod/小城故事 - 邓丽君.mkv
潇洒走一回 - 叶倩文,https://bt.wudong7366.eu.org/vod/潇洒走一回 - 叶倩文.mkv
我终于失去了你 - 赵传,https://bt.wudong7366.eu.org/vod/我终于失去了你 - 赵传.mkv
我想有个家 - 潘美辰,https://bt.wudong7366.eu.org/vod/我想有个家 - 潘美辰.mkv
我是一只小小鸟 - 赵传,https://bt.wudong7366.eu.org/vod/我是一只小小鸟 - 赵传.mkv
吻别 - 张学友,https://bt.wudong7366.eu.org/vod/吻别 - 张学友.mkv
为了爱 梦一生 - 王杰,https://bt.wudong7366.eu.org/vod/为了爱 梦一生 - 王杰.mkv
委屈 - 陶晶莹,https://bt.wudong7366.eu.org/vod/委屈 - 陶晶莹.mkv
晚秋 - 毛宁,https://bt.wudong7366.eu.org/vod/晚秋 - 毛宁.mkv
听海 - 张惠妹,https://bt.wudong7366.eu.org/vod/听海 - 张惠妹.mkv
涛声依旧 - 毛宁,https://bt.wudong7366.eu.org/vod/涛声依旧 - 毛宁.mkv
踏浪 - 沈雁,https://bt.wudong7366.eu.org/vod/踏浪 - 沈雁.mkv
十七岁的雨季 - 林志颖,https://bt.wudong7366.eu.org/vod/十七岁的雨季 - 林志颖.mkv
盛夏的果实 - 莫文蔚,https://bt.wudong7366.eu.org/vod/盛夏的果实 - 莫文蔚.mkv
让我一次爱个够 - 庾澄庆,https://bt.wudong7366.eu.org/vod/让我一次爱个够 - 庾澄庆.mkv
青青河边草 - 高胜美,https://bt.wudong7366.eu.org/vod/青青河边草 - 高胜美.mkv
恰似你的温柔 - 蔡琴,https://bt.wudong7366.eu.org/vod/恰似你的温柔 - 蔡琴.mkv
其实你不懂我的心 - 童安格,https://bt.wudong7366.eu.org/vod/其实你不懂我的心 - 童安格.mkv
朋友别哭 - 吕方,https://bt.wudong7366.eu.org/vod/朋友别哭 - 吕方.mkv
朋友 - 臧天朔,https://bt.wudong7366.eu.org/vod/朋友 - 臧天朔.mkv
你的样子 - 罗大佑,https://bt.wudong7366.eu.org/vod/你的样子 - 罗大佑.mkv
男儿当自强 - 林子祥,https://bt.wudong7366.eu.org/vod/男儿当自强 - 林子祥.mkv
明天你是否依然爱我 - 童安格,https://bt.wudong7366.eu.org/vod/明天你是否依然爱我 - 童安格.mkv
明明白白我的心 - 陈淑桦,https://bt.wudong7366.eu.org/vod/明明白白我的心 - 陈淑桦.mkv
梦醒时分 - 陈淑桦,https://bt.wudong7366.eu.org/vod/梦醒时分 - 陈淑桦.mkv
恋曲1990 - 罗大佑,https://bt.wudong7366.eu.org/vod/恋曲1990 - 罗大佑.mkv
来生缘 - 刘德华,https://bt.wudong7366.eu.org/vod/来生缘 - 刘德华.mkv
记事本 - 陈慧琳,https://bt.wudong7366.eu.org/vod/记事本 - 陈慧琳.mkv
黄昏 - 周传雄,https://bt.wudong7366.eu.org/vod/黄昏 - 周传雄.mkv
花好月圆夜 - 任贤齐,https://bt.wudong7366.eu.org/vod/花好月圆夜 - 任贤齐.mkv
糊涂的爱 - 王志文,https://bt.wudong7366.eu.org/vod/糊涂的爱 - 王志文.mkv
海浪 - 黄品源,https://bt.wudong7366.eu.org/vod/海浪 - 黄品源.mkv
过火 - 张信哲,https://bt.wudong7366.eu.org/vod/过火 - 张信哲.mkv
酒干淌卖无 - 苏芮,https://bt.wudong7366.eu.org/vod/干淌卖无 - 苏芮.mkv
橄榄树 - 齐豫,https://bt.wudong7366.eu.org/vod/橄榄树 - 齐豫.mkv
粉红色的回忆 - 韩宝仪,https://bt.wudong7366.eu.org/vod/粉红色的回忆 - 韩宝仪.mkv
把根留住 - 童安格,https://bt.wudong7366.eu.org/vod/把根留住 - 童安格.mkv
把悲伤留给自己 - 陈升,https://bt.wudong7366.eu.org/vod/把悲伤留给自己 - 陈升.mkv
暗香-沙宝亮,https://bt.wudong7366.eu.org/vod/暗香-沙宝亮.mkv
阿莲 - 戴军,https://bt.wudong7366.eu.org/vod/阿莲 - 戴军.mkv



🎬星爷🌹家,#genre#



功夫,https://new-video-xz.004307.com/20220511/Njc3MzRhYz/195106/1080/hls/encrypt/index.m3u8
国产凌凌漆,https://v.gsuus.com/play/Pe9YA4eL/index.m3u8
少林足球,https://v.gsuus.com/play/Le3qOx9b/index.m3u8
赌侠1999,https://v.gsuus.com/play/Pe9AJJeL/index.m3u8
赌侠-上海滩赌圣,https://v.gsuus.com/play/xbonMYag/index.m3u8
赌圣,https://v.gsuus.com/play/ZdPN1VWa/index.m3u8
情圣,https://v.gsuus.com/play/Qe1wjoRb/index.m3u8
大话西游-缘起,https://new-video-xz.004307.com/20220212/i93deHEE/index.m3u8
大话西游-至尊宝,https://new-video-xz.004307.com/20220307/NTc2ODQ3Yz/102046/480/hls/encrypt/index.m3u8
大话西游-娶亲,https://new-video-xz.004307.com/20220504/ZjJlY2JjMm/225836/1080/hls/encrypt/index.m3u8
大话西游-宝盒,https://v.gsuus.com/play/Pe98VZdL/index.m3u8
大话西游-3,https://v.gsuus.com/play/Qe1wwqPb/index.m3u8
九品芝麻官,https://new-video-xz.004307.com/20220505/ZDYyYWMzZT/152300/1080/hls/encrypt/index.m3u8
西游降魔篇,https://v.gsuus.com/play/7e5AkYe2/index.m3u8
破坏之王,https://v.gsuus.com/play/9av5B5eG/index.m3u8
百变星君,https://v.gsuus.com/play/kazQzZeJ/index.m3u8
武状元苏乞儿,https://v.gsuus.com/play/NbWWjJby/index.m3u8
武状元苏乞儿-天降神偷,https://v.gsuus.com/play/9avl235d/index.m3u8
算死草,https://v.gsuus.com/play/Pe9p9xdL/index.m3u8
长江七号,https://v.gsuus.com/play/wdL9gMDe/index.m3u8
唐伯虎点秋香,https://ukzy.ukubf4.com/20220407/wnsgZzX9/index.m3u8
逃学威龙,https://hnzy.bfvvs.com/play/YerYOWdO/index.m3u8
逃学威龙2,https://hnzy.bfvvs.com/play/Rb49MkdB/index.m3u8
逃学威龙3,https://hnzy.bfvvs.com/play/5eVZ7zeE/index.m3u8
新精武门,https://v.gsuus.com/play/oeERlMka/index.m3u8
食神,https://hnzy.bfvvs.com/play/5eVNkveE/index.m3u8
鹿鼎记,https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8
鹿鼎记2之神龙教,https://hnzy.bfvvs.com/play/1aKvlxeQ/index.m3u8
整蛊专家,https://v.gsuus.com/play/wdL58jej/index.m3u8
咖喱辣椒,https://ukzy.ukubf4.com/20220407/2mftU655/index.m3u8
非洲和尚,https://v.gsuus.com/play/qaQ5BE9a/index.m3u8
最佳女婿,https://v.gsuus.com/play/Pe9r8Z3a/index.m3u8
无敌幸运星,https://v.gsuus.com/play/mbkR5nXa/index.m3u8
最佳拍档,https://hnzy.bfvvs.com/play/DbDvWnel/index.m3u8
千王之王,https://ukzy.ukubf4.com/20220331/8qlDdjip/index.m3u8
龙在天涯,https://v.gsuus.com/play/xbo2YBja/index.m3u8
97家有喜事,https://ukzy.ukubf4.com/20220407/Ue4rNnif/index.m3u8
大内密探零零发,https://v.gsuus.com/play/xboJM3ag/index.m3u8
喜剧之王,https://new-video-xz.004307.com/20220511/YjQ4MDMwOW/194336/1080/hls/encrypt/index.m3u8
风雨同路,https://v.gsuus.com/play/9avRQmaG/index.m3u8
雌雄双辣,https://hnzy.bfvvs.com/play/QeZVR6ep/index.m3u8
审死官,https://v.gsuus.com/play/kazX62dJ/index.m3u8
望夫成龙,https://hnzy.bfvvs.com/play/YaOEOQdx/index.m3u8
望夫成龙,https://hnzy.bfvvs.com/play/QeZw58ap/index.m3u8
济公,https://v.gsuus.com/play/oeEXyYd0/index.m3u8
行运一条龙,https://v.gsuus.com/play/7e5XEAd2/index.m3u8
霹雳先锋,https://v.gsuus.com/play/oeEvEga0/index.m3u8
龙的传人,https://v.gsuus.com/play/NbWn58Qa/index.m3u8
龙凤茶楼-粤语,https://v.gsuus.com/play/7e5MYZe2/index.m3u8
师兄撞鬼,https://v.gsuus.com/play/xbo1zXeg/index.m3u8
回魂夜,https://v.gsuus.com/play/9avJOmaG/index.m3u8

德云社🌹福,#genre#
30周年相声专场上海站,2019,https://new-video-xz.004307.com/20190813/V4ooPCQl/index.m3u8
30周年相声专场哈尔滨,https://new-video-xz.004307.com/20191001/yUcVvMFX/index.m3u8
30周年相声专场青岛站,https://new-video-xz.004307.com/20191113/V7yuRIoB/index.m3u8
30周年相声专场南宁站,https://new-video-xz.004307.com/20191231/rtyu7nAe/index.m3u8
30周年相声专场北展站,https://new-video-xz.004307.com/20191202/LtLmZEjU/index.m3u8
30周年相声专场济南站,https://new-video-xz.004307.com/20191014/4vX5w29W/index.m3u8
30周年相声专场沈阳站,https://new-video-xz.004307.com/20191009/ssMvkAoC/index.m3u8
孟鹤堂周九良相声专场,https://new-video-xz.004307.com/20190806/47o6JwMl/index.m3u8
吉林站第01期,https://new-video-xz.004307.com/20210201/QDiDNv9x/index.m3u8
吉林站第02期,https://new-video-xz.004307.com/20210201/IO9Yle5h/index.m3u8
吉林站第03期,https://new-video-xz.004307.com/20210201/qPW5MKj8/index.m3u8
吉林站第04期,https://new-video-xz.004307.com/20210201/1HPayfL8/index.m3u8
吉林站第05期,https://new-video-xz.004307.com/20210201/3nbblGjr/index.m3u8
吉林站第06期,https://new-video-xz.004307.com/20210201/Vd8yp0G7/index.m3u8
吉林站第07期,https://new-video-xz.004307.com/20210201/f6v27psZ/index.m3u8
2022三里屯01,https://new-video-xz.004307.com/20220524/OWFlZTE5Nm/140248/480/hls/encrypt/index.m3u8
2022三里屯02,https://new-video-xz.004307.com/20220524/NzJmYzcxOD/135020/480/hls/encrypt/index.m3u8
2022三里屯03,https://new-video-xz.004307.com/20220524/ZWM1ZjM0MT/135143/480/hls/encrypt/index.m3u8
2022三里屯04,https://new-video-xz.004307.com/20220524/MmNiMGU5Yj/134825/480/hls/encrypt/index.m3u8
2022三里屯05,https://new-video-xz.004307.com/20220524/NzdlN2ExYj/134610/480/hls/encrypt/index.m3u8
2022三里屯06,https://new-video-xz.004307.com/20220524/ZGQwZWZhND/134739/480/hls/encrypt/index.m3u8
2022三里屯07,https://new-video-xz.004307.com/20220524/MzI3OTM4ZD/134524/480/hls/encrypt/index.m3u8
吃面,https://vd3.bdstatic.com/mda-kihjn2cq7103ivig/v1-cae/hd/mda-kihjn2cq7103ivig.mp4
非诚来扰,https://vd3.bdstatic.com/mda-jk4sx2ggq7u355d6/hd/mda-jk4sx2ggq7u355d6.mp4
幸福密码,https://vd3.bdstatic.com/mda-kj9ispnax8gpirkf/hd/mda-kj9ispnax8gpirkf.mp4
狭路相逢,https://vd3.bdstatic.com/mda-kanfj7h320ueqgkg/v1-cae/hd/mda-kanfj7h320ueqgkg.mp4
最佳酒友,https://vd3.bdstatic.com/mda-jheqyidz841gwxpy/hd/mda-jheqyidz841gwxpy.mp4
整容归来,https://vd3.bdstatic.com/mda-ji1xe9cmasuh0722/hd/mda-ji1xe9cmasuh0722.mp4
老王卖瓜,https://vd3.bdstatic.com/mda-jkrk9bk95f9utr9r/hd/mda-jkrk9bk95f9utr9r.mp4
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005
就差钱,https://vdse.bdstatic.com//812d49e751aa31530ec39debfe54a359.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T08%3A49%3A09Z%2F-1%2Fhost%2Fa58bdb86d23b53b6909e8e19d85dad9fed3adeba4a664a22eef9a7d32ac2486a
昨天今天明天,https://vd3.bdstatic.com/mda-ia4xz7n2s4hxbhby/logo/hd/mda-ia4xz7n2s4hxbhby.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
捐助,https://vd3.bdstatic.com/mda-jaqz8g17b9cvryks/hd/mda-jaqz8g17b9cvryks.mp4?pd=19&vt=1
捐助后传,https://vd3.bdstatic.com/mda-kbsrpz9zmbbvznjw/hd/mda-kbsrpz9zmbbvznjw.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
小崔说事,https://vdse.bdstatic.com//2f54cd59170279f94c5b354179bda8c0.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T04%3A47%3A48Z%2F-1%2Fhost%2Fc0d35c8c0a00af3226ac1bc3a1510c1474d8054a30290740da4a2d567924f779
小崔说事儿,https://vdse.bdstatic.com//0881642336164cb448c0d8addd2d22a6.mp4?authorization=bce-auth-v1/40f207e648424f47b2e3dfbb1014b1a5/2022-05-28T07:29:10Z/-1/host/4c290e67925bf7954af616c290b337b52a840355f1184f78619d696a5da5c0bb
中奖了,https://vd3.bdstatic.com/mda-kmkh9zy2b3gnx4bq/mda-kmkh9zy2b3gnx4bq.mp4?pd=19&vt=1
卖拐,https://vd3.bdstatic.com/mda-mdgia7vnkscvxh6d/v1-hknm/hd/mda-mdgia7vnkscvxh6d.mp4?pd=19&vt=1
功夫,https://vd3.bdstatic.com/mda-mjn3rmcivntas8ez/hd/cae_h264_nowatermark/1635016788091110865/mda-mjn3rmcivntas8ez.mp4?pd=19&vt=1
相亲1,https://vd3.bdstatic.com/mda-ki5quadqsdi1tk9e/mda-ki5quadqsdi1tk9e.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=3024484252&vid=10808391094376007907&auth_key=1655295624-0-0-6fb10727b6c3c195f08ff9bebe036cd0&bcevod_channel=searchbox_feed
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
钟点工,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c8e2e53c77ua6v88gk9g&ratio=720p&line=0
火炬手,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c54t79jc77u7est4rcn0&ratio=720p&line=0
火炬手,https://vd3.bdstatic.com/mda-jar0302925j1nwep/hd/mda-jar0302925j1nwep.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
生日快乐,https://vd3.bdstatic.com/mda-mkskgzkzsgvgcntm/540p/h264_cae/1638023743815756700/mda-mkskgzkzsgvgcntm.mp4?pd=19&vt=1
狭路相逢,https://vd3.bdstatic.com/mda-kd0mku18u3rui7gz/v1-cae/hd/mda-kd0mku18u3rui7gz.mp4?pd=19&vt=1&playlist=%5B%22hd%22%2C%22sc%22%5D
赵本山小品128分钟,https://vd3.bdstatic.com/mda-mkskgzkzsgvgcntm/540p/h264_cae/1638023743815756700/mda-mkskgzkzsgvgcntm.mp4?pd=19&vt=1
超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
阳仔演笑会,https://vdse.bdstatic.com//cf06ee490cf69657ab9f333e067b348e.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A30%3A16Z%2F-1%2Fhost%2Fe3b07458bdfa3f2b9dd841f97ab3b32a73e1f5c3c55fec0e851f21054900b4a3
阳仔演笑会2,https://vdse.bdstatic.com//b837548733e6bd32629f9134457ad811.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-14T12%3A24%3A48Z%2F-1%2Fhost%2F21b407cd58e7d2f39864128a9160659f1f4845e2cf4c01c6e2a3f30be1dbc557
同桌的你,https://vd3.bdstatic.com/mda-kkfwqyn6sc4r5579/mda-kkfwqyn6sc4r5579.mp4?pd=19&vt=1
中奖了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c416nhbc77ueljqcfms0&ratio=720p&line=0
有钱了,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c4mruerc77ua2hethfig&ratio=720p&line=0
小草,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f580000bqvq5p2kgg1hr4fgtkng&ratio=720p&line=0
小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
办班,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f830000bqvq3vcssiod1f1acv10&ratio=720p&line=0
年前年后,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f250000br00c6t03hnekstiv2rg&ratio=720p&line=0
卖梨,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f850000bqvq43ueankk4sopbea0&ratio=720p&line=0
城市打工妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fb00000br0007k2v0nbugkvpqc0&ratio=720p&line=0
